,drugName,review
2702,alprazolam,ive never taken xanax before up until now ive tried effexor viibryd wellbutrin etc but none of those worked at all and i could not handle the side effect xanax ha given me my life back my panic attack have finally reduced but more importantly i can continue to function in my normal everyday life most other medicine have me sitting on the couch in the evening doing absolutely nothing a nothing seemed to matter with xanax i can effectively handle my overwhelming daily task list
2703,prozac,prozac wa the first medicine i tried for anxiety i tend to worry a lot and ob over thing i felt a decrease in my anxiety but it made me too lazy i didnt want to do anything except sit on the couch and watch tv i wa even too lazy to eat which caused me to lose weight i then tried lexapro which i gained weight on but felt a significant decrease in anxiety and now i am on cymbalta and do not feel a significant decrease in my anxiety and am thinking about talking to my doctor about trying something new again
2704,alprazolam,while i found this medication to be effective for anxiety the concentration amp memory loss were terrible and almost cost me my job i didnt really notice anything wa wrong until i started my new job training wa a nightmare i couldnt focus long enough to learn anything new i wa reading a short list of keywords and by the time i got to i couldnt remember i couldnt pay attention long enough to read a book or even a short article i couldnt remember people name i had to write everything down i couldnt focus on anything anyone wa telling me i would just pretend like i understood luckily i noticed something wa wrong and stopped taking it about month ago my memory and ability to focus have improved
2705,fluoxetine,i have been taking fluoxetine for about five month now it ha been a god send for me i am notoriously moody possibly from bpd and i do have obsessive compulsive disorder where i have repetitive thought and the only way i can describe prozac is that it feel like a vice grip on your brain that made you think about thing over and over release completely i feel so in control and wherever i put my focus it stay without drifting back i love this medication so much i will never leave it the only complaint i have is that it doe take forever to work forget about the to week rule it will take a few month and when it work you will feel so amazing for me mg is ideal
2706,fluoxetine,ive been on fluoxetine for about year or more now and i can tell you it ha been the best decision ive ever made i wa put on for ocd and depression a well a anxiety and the constant hand washing is a thing of the past when on it i feel like a happier person wanting to do more thing and have become more outgoing a like any medicine there are side effect at first but funnily enough i dont think i had any dont worry if you feel horrible when you first get on them you sometimes have to go down to come all the way back up
2708,alprazolam,it work wonder xanax ha made my life so much easier i am on mg x a day and i feel like im happier and more out going i dont know what i would do without it i give it star
2710,alprazolam,i suffer from severe depression and anxiety brought on by cancer and anti hormone drug this drug help me with the panic attack and anxiety i tend to get almost daily when i take this medication my attack are le severe
2711,fluoxetine,i wa on fluoxetine for depression and stress year ago for about a year i used to be tearful very unmotivated and stressed out by day to day thing i cant remember any side effect but can remember feeling calmer and happier all my problem were quotjust out of reachquot not stressing me out but could be dealt with a and when i wanted to i wa assaulted at work month ago i have for the past month struggled to come to term with it combined with self pressure to prove myself work wise and perceived pressure to quotbounce backquot from work i have ended up in a right old mess prescribed fluoxetine day ago i have had various side effect dizziness quotdisjointedquot feeling in my head but definitely calmer and le tearful
2712,prozac,i have been on prozac for almost a year although my dose ha been upped a couple of time i feel like i have my life back i know what quality of life is now
2713,amphetamine,yo college female keep me alert focused awake i usually wait a little bit after taking it to have caffeine not necessary just personal preference based on how it make me feel switched to it after taking vyvanse for almost a year which wa great but it eventually made me irritable so far i have loved this medication no side effect but if you take a dose too late in the day it will keep you up at night i take mg in the morning and then another dose when i really need to focus shorter release so i feel like i need a nap after hour overall would recommend
2714,adderall xr,i have used adderall xr for almost year for narcolepsy and find it to be most satisfactory i still fall asleep on occasion but feel the need ahead of time and can take a quick nap and wake fully refreshed adderall improved my libido but contributed to ed problem due to blood vessel constriction resulting in the need for daily cialis which keep everything in balance
2715,prozac,i had an eating disorder for almost a decade and prozac really stopped the thought and behavior
2717,xanax,a many people stated xanax ha given me my life back along side paxil when i had severe severe anxiety i took half a xanax daily but now that im thankfully a million time better i only take it once in a blue moon when i feel like i need it and take a quarter of a pill this is amazing
2718,xanax,this medication is great for anxiety and panic attack when used correctly make sure you dont abuse it or mix with any downer it say it used for short treatment but it can if monitor correctly be used for long term if your doctor physician or psychiatrist think it right for you im very thankful for this medication for it ha work wonderfully on reducing anxiety and take away my panic attack this is my opinion
2719,adderall xr,this drug provides great concentration for a couple hour however after a couple hour i predictably experience extreme anxiety depression and irritability it can easily cause you to get into an argument with someone you love because you are so easily irritated and frustrated by anything the anxiety is the worst being a previous smoker adderall increase my craving to smoke by ten fold a habit i have quit and hardly have craving for anymore i also find that the drug cloud my ability to think when doing brain intensive work such a programming math or even typing i think that might be related to the dosage though i dont recommend this medication to anyone other than those with severe adhd
2721,alprazolam,the only medication that stop my paralyzing panic attack generally work within minute side effect are nonexistent
2723,alprazolam,ive always suffer with anxiety but ive been able to control it ive been out of work for week with a phobia of going back because i had a panic attack amp i wa exposed and people were watching my secret wa out rewind week ago i had a kidney infection i wa in the hospital for day home for day then went directly back to a stressful job thats where it happened the attack people were surrounding me and causing me more stress i wa put back in the hospital im now on buspar and xanax buspar i have my negative thought on that not sure it helping or not dizzy spell but the xanax doe help with the anxiety it make me super sleepy and groggy im seeing a therapist and psychiatrist pray me
2724,alprazolam,xanax saved me apprehensive about taking med but broke down after it got so bad i didnt even want to take the cover off my head with my eye clenched shut just fearing every day because i knew anxiety fear of everything under the sun and panic attack would rule my day i wa told i needed to be on long term anxiety drug so i tried lexapro and ended up in the er with side effect so horrific i dont even want to think of it now xanax is basically a quick fix to calm the anxiety but it the only thing im willing to take and over time i broke out of the nightmare i wa living i still have bout of anxiety but a long a i have xanax on hand i know ill be ok i never had any bad side effect except for being tired trade is worth it
2727,adderall xr,i suffer from a fairly severe case of adhd and take mg adderall xr daily having been on this medication for quite a few year now and taking an almost month break from adderall ive gained a better understanding of myself both on and off the drug adderall give me a balance in every sense of the word it help me regulate my emotion give me the focus i lack and allows me to feel whole inside i also feel that it help me with connecting to others with impulsivity a a main symptom of my adhd and one that get me in a lot of trouble adderall help me to be more mindful when i am communicating myself to the people that i care about aside from the mild appetite suppression this drug really doe wonder for people like me
2728,xanax,i have had anxiety since i wa a child from my personal experience this medicine is the fastest and effective but be very careful also the most depending i ran my prescription short one month and wa without for a couple of day and had a seizure while driving just because the doctor say three or four time a day doesnt mean you need them that much be very careful
2729,xanax,life saver for me but only because i take it when i truly need it i suffer from day to day anxiety but i do not take it for that i try to get rid of anxiety other natural way but i do suffer from severe panic attack especially night time so i only take it when i am having an attack i am on the lowest dose possible and i can get away with taking even just half of that sometimes it take the edge off very fast and i feel so much better shortly after take it on average time a month sometime le rarely more extremely addictive med so i urge you to stay away from it for daily use or if you have an addictive personality
2730,adderall,i wa diagnosed with narcolepsy they started me on ritalin which did not work for me then dexedrine it did work but caused a lot of tension in neck shoulder back in the evening then provigil nuvigil i have settled on adderall it wake me in the morning and keep me awake in the afternoon it a god send
2731,adderall,i have been taking adderall for now month this medication ha completely changed my life it is one of the most effective smart drug out there adderall improves concentration and ability to focus on your work i suffer from narcolepsy i take mg adderall after a weak it work very well i have personal experience with the adderall is absolutely great for me
2732,prozac,prozac wa the first antidepressant i wa ever put on and it never really helped me i couldnt eat normally for several week kept throwing up and while waiting for the side effect to go away my doctor gave me a higher dose and my anxiety seemed to get even worse about a month in my suicidal thought got worse and i just got reckless with my life because i felt like nothing mattered after an intervention with my friend i decided to just stop taking it cold turkey and i really didnt experience that bad of withdrawal effect i wa just glad i wasnt taking it anymore i would say it made me the most suicidal id been in a long time and while it may work wonder for some people it just did not work with me
2734,fluoxetine,i suffer from chronic anxiety with periodic bout of mild depression for year i tried everythingacupuncture diet exercise and htp had a horrible experience with zoloft and paxil when i developed depression in college i tried antidepressant for month but with horrible side effect a a result i avoided medication to address my anxiety and or mild depression through the year unfortunately my anxiety level became unbearable this past year i tried the following lexapro mg absolutely horrible made me extremely tired depressed and never reduced my anxiety level xanax extremely helpful but still experienced agitation stress irritability and anxiousness prozac mg a life changer i feel relaxed
2735,xanax,i have had horrible panic attack out of nowhere since i wa in elementary school i got on xanax when i wa year old and still take it today it ha been a god send and i have tried cognitivebehavioral therapy counseling ssri other benzodiazepine etc and this ha been the medication that ha helped the most i have gotten my anxiety under control and only take it a needed
2736,alprazolam,i used to get very aggravated over what normal people handle i would go off have panic attack and not know how to deal plus i have tremor in my hand mostly my right once i started taking xanax the tremor stopped i could deal calmly with my child when they got out of control it help me concentrate easier during the day amp sleep well nite it can have side affect though if you dont take it properly take it a prescribed and dont make yourself go through the withdrawal
2738,fluoxetine,prozac is a wonderful medicine i started on it year ago and took it for about month and stopped because i wa feeling great depression returned and i am on it again i felt difference in a few hour after taking the first pill prozac made me feel like a happy person again all my worry and obsessive thought faded away they are there in the back of my head but they are only a thought nothing to worry about every minute of my life it work great for me
2740,prozac,i have taken prozac for about fifteen year no more cyclical valley of depression followed by high capable of handling extreme stress exercising weekly sex reduced libido my weight ha stayed the same the two to three time of exercising a week is all it take to be healthy only downside is acting out dream time a year and kicking leg while sleeping the dream i cant predict the kicking leg can be sensed in early evening and i just take two liquid advil to subdue them life is good
2741,fluoxetine,did not work for my anxiety and made it difficult to maintain an erection
2744,alprazolam,i have to start by saying that im fearful of medication for starter secondly i have dealt with anxiety panic attack and agoraphobia for many year now im not housebound but do have a small neighborhood radius of quotcomfortquot i have in the past felt shamed of my condition a i thought i wa unique and alone and somewhat embarrassed to try to explain my irrational feeling and thought which i have learned since that they are entirely quotmade upquot and thought lead to feeling that lead to behavior all of which can be undone with the help of medicine therapy relaxation technique journaling diet exercise and not being afraid to open up about your anxiety you are not alone learn to relax it work
2745,alprazolam,i have been on ssri and benzos for probably or year ssri for depression and on top of that benzos for anxiety and panic attack wa on ativan for year and it eventually stopped working would take mg pill and it would not affect my anxiety at all psychiatrist switched me to xanax mg everyday a needed up to pill a day it actually work it take a few minute and wipe away any panic attack and softens my anxiety i am very careful though because i know it can be very addictive i wa clean off the ativan for month and had no withdrawls so i know i wa not addicted to that have only been on the xanax a few month and i only take it a needed so not to get addicted
2746,niravam,this is the only medication that make me able to focus and stop obsessing on thing i cant control and make me able to be productive and active
2747,alprazolam,this medicine make me feel great i take a yellow tablet and i am not nervous of having a panic attack
2748,xanax,xanax ha helped me so much with handling all of life problem and with helping me with my child i have two boy that mean the world to me i lost my job after year and everything got on my nerve i went to my doctor and told him i wa trying to sleep alot cause i could not handle lossing my job and worrying about how i wa gon na pay my bill if i couldnt draw my employment i would know that in daysso i went on xanax and it changed my life i now know ill make it no matter what just try it
2749,fluoxetine,i wa prescribed prozac last year for depression and ocd the first three day taking it were hard for me my depression worsened and i wa having terrifying nightmare every night i went back to my doctor explained to him how i wa feeling and i wa immediately taken off and switched to something else everyone reacts differently to different medication but make sure you tell your doctor if your depression worsens or you feel more anxious or have nightmare the nightmare every single night wa what made my doctor know that prozac wasnt for me even if it supposed to take week or however many to kick in make sure you tell your doctor youre not feeling well let them decide what the best decision is for you
2755,prozac,i have been on fluoxetine for le than a month and it going ok during the first week i felt surprising amazing i had a new love of life the week after i felt suicidal i felt worse and i just wanted to stay in bed and never leave i feel constantly nauseous which isnt good this week i have felt a little calmer i feel normal i hope i stay like this and just level out
2757,adderall xr,diagnosed yr ago participated in strattera study did not help at all finally started adderall mg xr two day ago main difference is the absence of fatigue and quieted mind i can actually sit and not have to argue with myself overwhelming feeling gone for the most part insomnia straight away first night hardly any sleep again last nd night underlying headache now definite loss of appetite appreciate the lost lb but still have to eat
2758,adderall,i wa diagnosed with and ive been using adderall for just over year now my th year of school i finished with a very low gpa just over a and finished most of my class with either f or d but this past year that i wa able to get my medicine i wa awarded ab honorle and passing every class with an a except b the mass improvement of my ability to focus and actually want to work actually made the principal think i wa cheating since ive had such a bad school record for grade
2760,fluoxetine,this ha literally changed my life i wa depressed angry anxious and didnt like myself very much i could not stop my angry comment or pick myself up except for the child now i feel like i did year ago happy grateful for my lovely husband enjoying socialising again i wish i had taken it year ago
2761,adderall,i have been on adderall mg for month i am year old i wa sleeping hr a day and when awake i wa lethargic and had a compulsion sleep i also have severe chronic pain refractory depression and panic disorder so with so many problem i could hardly do a thing adderall wa ideal because it helped treat my narcolepsy it reduced the sedation from the opioids i take it actually treat pain when added to opioids it helped my depression which did not respond to over drug and feeling better i stared to conquer my agoraphobia it cant say it is a quotcurequot because i still struggle i can still fall asleep even when talking to a friend only problem wa a little bruxism when i started and when the dose went up
2764,fluoxetine,wa on mg for yr not much change switched to mg for two week then doctor bumped it up to mgday i think it might help depression but i feel it doing very little to help anxiety dont like the idea of having to be dependent on medicine to make me feel normal stick with it awhile longer
2765,alprazolam,i have been on xanax since when i wa watching my mother slowly suffer i started on mg and eventually the dose wa not enough now ordered mg in morning and mg at night it work however i have cognitive impairment and all i want to do is sleep and my memory is pretty shot i weaned myself down very very slowly and got down to mg daily at night but then some negative event happened and i wa going into a panic attack i know this medication work but i would not take it unless it is a must
2766,alprazolam,please try a different benzo before this drug it a life ruiner the effect are so strong and leave the body quickly it make you crave more tolerance build like crazy with this drug too i suggest klonopin it work great and last a lot longer withdrawal is horrible from xanax you can die from it also come with severe memory loss while taking it
2767,alprazolam,very good for panic attack and relief of anxiety no known problem while on xanax however cutting down the dosage or frequency of use can cause increased anxiety and so it can cause dependency i have no prblems with xanax just problem when i dont have it
2769,fluoxetine,where do i beginwow this medicine ha really given me my life back i truly felt like i wa loosing my mind before i started taking this i am in my late s and for the past couple year i have tried several other medication for my severe mood swing pm being a mother of with a husband and working a a full time critical care nurse i needed my life back my doctor said she had been going back to the quotold faithfulquot prozac for a lot of her patient and boy am i glad i finally tried this one i havent had any of the crazy side effect i wa scared of and i feel calmer happier and not so socially awkward im only on mg but i feel wonderful with this
2770,alprazolam,this medicine xanax work effectively and quickly to resolve anxiety and panic attack however i found that after i went on the antidepressant pristiq the xanax made me fall asleep i had to switch off of the xanax a it wa too sedating at this point i have another benzodiazepine that i can use if i have to but pristiq ha been keeping most of my panic attack away
2772,adderall,im a fulltime college student in my mids ive been on adderall for month now i cut my mg ir in half and take it in the morning and the other half hour later and another half after hour if needed i dont take it everyday i probably only take it x a week if you dont have an addictive personality you wont be addicted to it i have to say it work really well with my add im able to study for hour at a time i dont necessarily think it make you smarter it just let you focus on a task without getting distracted i think my only complaint is sudden mood swing and agitation i definitely noticed a difference in my personality the day im not on it i get angry very easily and irritable
2774,fluoxetine,i starting on sertraline year ago and felt that my body had got used to it and wasnt getting any effect after a year my gp then put me on fluoxetine mg to start it took about week to really begin to feel calmer and le sensitive to daily stress and i had an amazing sleep but the effect began to wear off after a year my gp then increased my dose to mg a i wa going through a really stressful time at work and couldnt cope thankfully work ha been better and ive changed my role but ive started to feel really depressed and have been having suicidal thought which i never used to have i have really vivid dream and im starting to get home from work take the dog out make dinner and once all my chore are done then i g
2775,fluoxetine,i have never had thought about suicide until i took prozac this wa the absolute scariest experience of my life
2776,fluoxetine,i had mild ocd mdd stress anxiety since childhood due to bad environment then i went on venlafaxine nortriptyline when i wa on it i did some terrible thing like stealing without fear of getting caught violent behavior mind going blank forgetfulness apathy sexual dysfunction after month i start to feel better mood wise
2777,mydayis,i wanted this medication to work because i often forget to take my second generic adderral dose on time however mydayis is not the wonder drug i wanted it to be it take up to hour to kick in something they hide in the fact and even though i quotworkedquot this drawback by waking up earlier to take it there wasnt enough positive to keep me taking it past week four it lasted about hour before it quickly declined and leaving me with even worse add symptom it wa so bad i couldnt have a conversation or focus enough to make dinner without skipping into laundry cleaning or some other distraction without the use of any medication i have never had symptom this bad if this wasnt bad enough i had horrible nausea and indigestion
2778,prozac,i wa reluctant to begin fluoxetine because id had a terrible experience when my gp started me on mg of sertraline eventually i ended up going private and the psych prescribed me prozac but starting on a really low dose of mg for a week then mg for week and now mg for the last month it been great really cut down my intrusive thought to basically nothing concentration is better im enjoying life again this is also due to a good therapist but the medication ha definitely helped main side effect wa sleepiness but having suffered with insomnia on and off for year it been great not dreading bedtime anymore in the first couple of week of a new dose id have a bit of brain fog but other than that it been great
2780,prozac,so im on mg taken in the morning to treat ptsd and ocd intrusive thought im on mg taken in the morning im on my th day today i woke up feeling extremely anxious border of a panic attack so i took half of a lorazepam to take the edge off i do notice that at time my intrusive thought and normal one just race going back and forth but physically i am calm im not breaking down a easily which i have noticed improvement this is why im hanging in there and giving this a chance i do notice something that ha heightened and that would be my urge to run and be outside it all fed by my anxiety thats why i dont let it bother me much i have noticed that i am walking outdoors more often
2781,xanax,i wa taking mg of xanax almost daily for about a year i tried to quit cold turkey by being off of them for about day straight and when day hit me i thought i wa going to die i couldnt sleep for the day i didnt have it constant pacing around the house twitch like crazy and had to get some asap a i wa out it ha been over a month now and i am slowly coming off of the xanax i am down to about mg every day or so and i havent had any additional medication it can be done but you have to prepare yourself for it mentally and tell yourself you can do it i have quit in the past and regret ever picking up the bottle again
2782,prozac,prozac saved me ive been in and out of hospital for year wa diagnosed with major depressive disorder after changing doctor and medicine i finally feel like myself again i here no voice of worry and stress im not irritated over the slightest thing i can now think clearer after month of depression and panic attracts my new doctor recommended prozac for week i felt nausea and weakness then on the third week i got up and out and got a job the same day i wa no longer stuttering and confused my relationship with my significant other is better my thought were very clear id finally gained my confidence back im very happy i tried prozac i feel amazing
2783,alprazolam,hey i think alprazolam is the only solution for severe anxiety my life wa a living hell before it eventually it came to be the saving factor in my relationship thanks
2784,alprazolam,xanax is a miracle just recently prescribed xanax and lexapro at age for generalized anxiety disorder and i can honestly say that i am back to my old self i have only had panic attack in the last month i can sleep all night without waking up i am much more laid back i am calm and not worrying all the time i would definitely talk to your md about both of these medicine if you truly have an anxiety disorder both have been a life saver for me and my family
2785,alprazolam,xanax ha been a life saver for me i have been diagnosed with panic disorder and depression since i wa a teenager i learned through lot of therapy that my issue are environmental and chemical there are time when meditating and positive affirmation do not work during my attack this is when i take my xanax so i can function like a normal human being i do not abuse my xanax and have been on the same dose mg for the last year there wa a time that i wa having multiple panic attack daily for month xanax helped me stay sane until my psychiatric found the right ssri for me i think that this drug is great a long a you have a good doctor and use the appropriate amount
2787,alprazolam,i started taking xanax in after having a heart catheter that went wrong i went into v tach after that i suffered from arrhythmia daily and panic attack ending up in the hospital a few time first the arrhythmia start which brings on panic attack i realize now this is all ptsd my new internist put me on xanax at mg which had little result then upped to mg which i take one twice a day year later im still on it taking same dosage tried going off a few time unsuccessfully new doctor lowered it to one day hoping for the best
2788,xanax,i have suffered from severe panic attack for year xanax is the only medicine that ha helped me i dont take it time daily a prescribed i take it only when i have a panic attack it work wonder
2789,xanax,i wa prescribed xanax by my psychiatrist because of severe anxiety i wa started on mg to be taken at night it ha been the best medication prescribed for my condition a it also helped slow down the suicidal thought which were on a daily basis i am still taking xanax under gp supervision a it help relieve the level of anxiety tremendously it is the best medication ever made for people who are born prone to anxiety throughout their childhoodadolescence and extreme shyness yes shyness i also take it in conjunction with antidepressant aropax which helped with my depression but also with my unfortunate disability of extreme shyness which wa a constant problem for me a an adult basically all my life
2791,alprazolam,im year old and this medication gave me my life back i have social anxiety hypochondria and occasional panic attack id immediately become stiff and uptight at all social event a well a at school it got so bad that it affected my grade after i take a xanax the anxiety simply vanishes and it replenished with relaxation tranquility and stability all the scary racing thought stop and i begin to think more logically and calmly i take mg five time a day a needed xanax is also wonderful for muscle spasm
2792,alprazolam,i recently realized i have had anxiety practically my whole life being thirty year old now i really wish i had been prescribed this a long time ago it ha reduced my shaking and anxiety effect so much that i feel like a real person i never knew what it wa like to feel calm until now i am very thankful for this medicine
2793,alprazolam,insomnia i only use this at night about twice a week and alternate with ambien this work great i have tried every natural herb there is and absolutely nothing work apart from ambien and alprazolam no side effect and i feel great in the morning never need it during the day
2795,fluoxetine,start taking for depression a couple of week ago side effect is i have not had any compulsion to binge or purge for the last week amazing after year of bulimia
2797,fluoxetine,ive only just started taking fluoxetine but i wanted to comment that i have no side effect i have tried zoloft and with those side effect i thought i wa going to die i wa so scared to try something new but no side effect for me
2798,alprazolam,xanax ha really helped me with my anxiety and it not habit forming to me it help me a lot
2799,fluoxetine,personal experience put up with the initial uncomfortable feeling of dizziness increased anxiety insomnia lethargy the anxiety is usually your fear related to taking medicine and the what ifs medicine alone can not make you think bad thing after week yes i wa one of the unlucky few who had very bad side effect for all that time but i stuck with it the therapeutic effect start coming through eventually dont just assume medicine will make you completely happy you still need to actively change your life to fix the root cause of anxiety or depression do mediation quit drinking do cbt take up exercise see a therapist be around people more
2801,mydayis,not at all what i expected have used vyvanse with success but went back to adderall more flexibility dosing can take a second dose during the day if necessary or not mydayis take an unusually long time to kick in have found that i am much more irritable foggy and have experienced feeling of being overwhelmed at work doing thing that i normally handle day in and day out with no problem i am for the most part easy going everything seems to annoy me since i began using mydayis also have experienced headache during lag time body ache and flu like symptom a lot of the time i feel worse than i do unmedicated do not like mydayis at all will not be refilling
2802,prozac,id struggled with bulimia and depression for many year i wa prescribed prozac to mainly treat my depression and partly the eating disorder with my personal experience with bulimia i never had the urge to binge eat just to make myself vomit after eating proper sized portion of food i had found that the prozac had helped stopped the urge to throw up after eating quite effectively the only side effect being that once i had stopped taking it the urge returned immediately currently and trying to battle those thought without being prescribed medication but may go back onto it if im unsuccessful after a year or so
2803,adderall,while adderall definitely helped my add symptom the comedown wa absolutely horrible i wa on mg per day mg ir in morning mg ir hr later it made me finally able to focus and stay organized for the month i took it however a soon a it started wearing off i turned into a real big jerk and i even lost some friend because of it i eventually discontinued it after having a mental breakdown and due to several of my closest friend and family approaching me about how i wa acting i ended up switching to concerta and currently take mg per day i find that it work time better than adderall did for me long story short adderall while definitely very effective at treating my symptom wasnt the right fit for me
2805,adderall,ive tried straterra dexedrine ritalin vyvanse i would take vyvanse but it way too generic adderall ha been the best a far a cost and effect the only thing i have disliked is the connotation adderall ha because i can tell some doctor are against it i have had two doctor lecture me on how something else must be wrong because i take mg daily i tried to switch to the xr and lower my dose to mg but insurance wont cover it this medication ha been really helpful for me but i feel like i need it because without it im a wild ape hyper make silly noise annoying it keep me calm and focused on the big picture i would use modafilin if i could because the side effect are le pronounced but again the price
2806,xanax,i have been on xanax for about year now i have suffered with anxiety since i wa a child and depression later in life i started out only taking mg a day even going for period of time without taking it at all and then over the past year i have graduated to only mg a day i feel no need for an increase i suffer with all the usual anxiety symptom but one symptom that is most annoying is the choking sensation i feel in my throat i believe i carry my stress and worry there when i take xanax it take this terrible feeling away i find it extremely difficult to get a doctor to prescribe me this medicine a i moved to another state the people who abuse this drug make it extremely difficult for those of u who need it
2808,adderall xr,i have mdd gad and adhd the worse trifecta in my opinion the reason why is because when i start treating one disorder the others get worse well i had gotten my mdd and gad in check and on to treat my adhd so i wa given a very low dose of adderall xr mg it wa way too over stimulating for me i had so much anxiety that i couldnt even focus which is what adderall is supposed to help you do so i switched over to mg adderall xr and while my anxiety didnt shoot up like the last dosage it still wa ineffective
2809,fluoxetine,i have depression prozac did not help me after week and several side effect the only positive experience wa the fact that i didnt feel anything quotbadquot or quotgoodquot the worst wa the major lack of motivation and loss of all interest in what i enjoyed in life that wa kind of the problem before the medicine this is my second day off prozac and i feel better each day good luck all
2810,fluoxetine,i am a male early s i suffer from major depression anxiety and occasional panic i started prozac mg and now in my th week of treatment the first week i felt no relief suffered from side effect such a fatigue anxiety and disrupted sleep pattern beginning of the rd week i began to feel a noticeable difference my thought became le negative i just felt le depressedanxious than usual and side effect have almost gone away then into my rdth week i began to feel better and better each day it seems much more gradual than other antidepressant now into my th week i do feel much better however it is still early for me and i have had set back caused by excessive alcoholmarijuana use overall stick with it
2811,adderall,great medication i wa doing task again and talking to people again the only down side is i want something more hr the instant release tab had peak and after the peak i would have massive anxiety and the same wa with the extended release it a great medicine but not for me
2812,fluoxetine,i started prozac mg friday it been day i feel weak tired anxious depressed and my appetite is out of control eating all the time i am going to give this more time hopefully it work for me like it ha for all the others on here i would give anything to not feel this way anymore ive struggled with it my whole life
2813,alprazolam,this pill work miracle for me it is completely effective against all of my anxiety it also make me feel le ocd i no longer ob over thought or worry while i am on this xanax unleashes my creativity i play guitar write music and draw a lot i used to do all these thing but have thought i lost interest because i had no inspiration i have no side effect except some memory loss and tiredness i wish my doctor would up my prescription i am on mg a day and for the past nine month i have always finished my prescription in week but this doe well for keeping tolerance low and avoiding addiction and dependence i am on it for week and then off until my refill
2814,fluoxetine,i can honestly say i like it because it kept me well balanced i have child so i wa afraid that i wouldnt be able to function properly a a parent but it worked out really well on the plus side i hardly felt any side effect
2815,prozac,i have been on several different ssri before and havent seen much improvement so far this seems to be the only antidepressant thats worked for me and hasnt given me too many side effect i wa on luvox which wasnt helping at all for any of the multiple condition it wa prescribed to treat and wa switched to an equivalent dose of prozac ever since starting it ive had more energy and have been able to smile laugh and overall just feel like a normal person for me in combination with seroquel adderall for adhd but also give what i take for depression a little boost and wellbutrin this is a wonder drug it still help me get through every day after quite a few month on it couldnt say the same about other ssri
2816,alprazolam,i had the worst anxiety imaginable that manifested to agoraphobia and i wa a prisoner for year it a long story but xanax saved my life or rather gave me my life back in any event those that suffer daily anxiety or gad general anxiety disorder are better off using an moa inhibitor a a maintenance medication and xanax a an emergency medication im on effexor daily mg that took about week to start working but when it did is too wa a miracle i did have side effect when i started but my doctor told me to quothang in therequot because the side effect are usually just temporary and they were with the exception of weight gain in which i control with exercise and diet which gave me another side effect better health
2817,xanax xr,xanax xr mg every morning ha controlled my anxiety and panic attack since one of the ssri i tried worked zoloft but the side effect were unacceptable the xr doe not have those side effect and keep working at a constant dose though i occasionally need mg xanax prn cognitive behavioral psychotherapy and mindfulness meditation have helped too but they are not enough
2818,adderall,i love adderall it the best it give great energy and doesnt let you get tired also you dont feel the urge to eat everything when you are sad
2819,adderall,i do not like taking medicine but had extreme anxiety and trouble paying attention before i wish i took this before been a few day and more so much more focused i havent misplaced phone or car key
2821,prozac,took this a i wa having bad anxiety and insomnia waking up early constantly with that uncomfortable tight chest feeling and just having no energy seemed to work for the first day then i got really depressed i started at mg and went up mg a week til i hit mg i have been super depressed more anxious wa extremely nauseous and could barely eat for almost week and my sleep hasnt improved at all after almost week on this stuff i am a mess and dont feel like myself at all weening off and trying something else i got up to mg tried to get to but just felt too horrible
2822,fluoxetine,prozac ha saved my life i wa unable to function normally and wa very irritable i have been taking it for month and it is amazing other than not feeling hungry and feeling numb to thing that formerly made me irate i have had no bad side effect i am finally living only wish i had the nerve to take it year ago i missed out on so much due to my severe depression
2823,fluoxetine,after having tried everything available naturaldiethormonal fluoxetine is the only thing that combat my severe pm downside is complete lack of sex drive and blunted emotion going to try to reduce from mg every day to week before period
2824,adderall,adderall is amazing it really work ive never really been one to take medicine even tylenol but this drug ha changed my life old me wa cranky according to my wife
2825,alprazolam,i started taking xanax over ten year ago for my anxiety i started with mg twice a day and ended up at mg every hour and still felling like i needed more a i wa addicted i had one heck of a time weaning off i now take of a mg tablet every to hour when needed for my tinnitus it work to lessen the anxiety caused by the constant ringing in my ear and i try some day to take it only once or twice it ha worked great for me but i suggest being very conservative with your dosing because it is very easy to build a tolerance and form an addiction
2827,fluoxetine,just wanted to share my experience woke up in the middle of the night week ago with a massive panic attack that i thought wa a heart attack went to the er two night in a row because they just wouldnt stop saw my doctor the next day and wa diagnosed with general anxiety and panic disorder wa prescribed mg prozac fluoxetine first week wa horrible almost all my symptom increased couldnt eat lost my sex drive it now a week in and i cant even tell you how much better i feel everything is back to normal eating like crazy sex drive is back this drug is a miracle it will probably worsen your symptom at first but think of it a an investment and keep pushing through and you should feel better hope this help anyone
2828,fluoxetine,i have been off prozac for about week nowafter starting year ago for a terrible depressionsadnessmenopause wanted to take a holiday to see what would happen when on prozac side effect like decrease sexual drive and slight weight gain otherwise it put my menopause symptom in control decrease my hot flash helped my sadness and gave relief for some mild ocd that i have had for year now when i am off the medicine i notice and increase in my ocd behavior not concentrating a well at work sexual appetite is still not that great despite a wonderful patient husband could still just be the menopause hot flash have not really returned and i do not feel overwhelmingly sad i will start prozac tomorrow and see if it help with ocd
2829,fluoxetine,i have major depressive disorder bipolar disorder and anxiety i have never felt more calm and incontrol of my emotion usually every night id fall into a fit of thinking of selfharm i have thought of them no more i still get sad but it sadness not full on depression my anxiety ha decreased so much i still get nervous but it is not even close to how bad it wa an added bonus is for me it make me drowsy so i get more sleep i have never been so happy in my life prozac is a life saver
